,Title,Description,Published_date,views,likes,comments,ids
172,What is a Budget? | Finance lessons for kids | Varsity Junior | Ep - 2 (Hindi),"In the second part of Varsity Junior, the kids are tasked with helping the Charming town of Solva prepare for its annual harvest festival. As they go about helping Joshi Uncle shortlist the right place to buy sweets, flowers, and vegetables for the harvest festival, the kids learn some valuable lessons about being thoughtful about money and spending. 

Being thoughtful with money is not an easy thing. Most of our money choices are on autopilot, driven by our impulses. The word ""budget"" evokes dread in not just kids but even adults. Very few people enjoy looking over each and every expense. But the idea behind budgeting isn't about fussing over every expense; it's about being deliberate about our money choices. While this video is for kids, even grownups can learn a thing or two.

Links to Refer
Rupee tales (illustrated story books for children on topics related to money and finance): https://rupeetales.com/

Episode 1 - Ideas by the lake (English)
https://www.youtube.com/watch?v=9155SZc96kk&list=PLX2SHiKfualHCnKlJ8eaPeVkZ-cyvmff6&index=1

Episode 2 - The Vegetable list (English)
https://www.youtube.com/watch?v=D916Xq4Fbxg&list=PLX2SHiKfualHCnKlJ8eaPeVkZ-cyvmff6&index=2

Episode 1 - Ideas by the lake (Hindi)
https://www.youtube.com/watch?v=b6NP2fIThPQ&list=PLX2SHiKfualF-SttTwLvqnMViSbfxOHCY&index=2

Other Important Links
Free & Open Stock Market & Financial Education: https://zerodha.com/varsity/ 
Open Zerodha Account - https://zerodha.com/open-account?c=ZM...

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://instagram.com/zerodhavarsity?...

#finance  #financialliteracy  #varsity  #zerodha  #stockmarket  #kids",2023-10-07,14166,547,50,9MdbLP6hQ7E
173,What is the meaning of Rollover? | How to Rollover Future Contracts?,"You might have heard the term “rolling over” in the context of futures contracts. Rollover in the stock market is the process of transitioning from one futures contract to another with a later expiration date. It is crucial for maintaining exposure to an asset and managing market risk. However to rollover traders must avoid common mistakes and stay informed about market conditions and contract terms. In this video, we explain what is rolling over and also the common mistakes when rolling over in HINDI.

Time Stamps
00:00 Introduction
00:26 What are monthly expiries?
00:55 What are Rollovers?
02:25 When should traders or investors rollover?
02:55 Rollover Cost
04:02 Mistakes to avoid during rollover
05:06 Conclusion

Links to Refer
Learn more about Futures Pricing here: 
https://zerodha.com/varsity/chapter/futures-pricing/

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://www.instagram.com/zerodhavarsity/?hl=en

#analysis  #investing  #finance  #stockmarket  #financialeducation  #varsity  #zerodha  #future  #technical  #trader  #investor 

Featured Playlist
Beginners Guide to Personal Finance
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk",2023-10-05,18543,617,27,79XixzPypeE
174,Benefits of Investing in Index Funds ft. Vishal Jain #varsity #zerodha #shorts #mutualfunds #index,,2023-10-04,11028,447,5,VFNvu3_2UsU
175,Do you know Last Traded Price is different from Closing Price #shorts  #trader  #varsity  #zerodha,,2023-10-03,13862,874,2,DldLb0AwY3I
176,What is Compounding? | Finance lessons for kids | Varsity Junior | Ep - 1 (Hindi),"As we continue to build Varsity, we realized it wasn't just enough to educate grownups, but also kids, and so Varsity Junior was born. These are a series of animated stories that revolve around the day-to-day lives of a bunch of friends in a small Indian town. As each story develops, a financial lesson unfolds subtly. It is like watching a short story for the child, but in the end, there is a financial lesson to carry home. 

This is the first episode in the series in Hindi, we hope you enjoy watching it as much as we did making it 😀


Episode 1 Ideas by the lake -English 
https://youtu.be/9155SZc96kk?feature=shared",2023-09-30,24966,949,0,b6NP2fIThPQ
177,What is Zerodha Varsity?,"Zerodha Varsity is a stock market educational platform that provides free, comprehensive, and structured educational content on various topics related to stocks, mutual funds, futures and options etc, primarily focused on the Indian stock market.",2023-09-30,55677,688,22,LuwOrS1MVLk
178,Identify market sentiment with these candlestick patterns #shorts  #trading  #varsity  #zerodha,,2023-09-29,11810,793,5,WQCyfLwL_Iw
179,Vishal Jain of Zerodha Fund House: The journey of passive industry in India from day 1 | Episode -1,"In this video, Vishal Jain, the CEO of the recently launched Zerodha Fund House, shares his journey in the world of passive investment in India. He walks us through how he evolved as a passive fund manager, the present landscape of index funds and ETFs in India, the vision for Zerodha Fund House, his perspective on critics of passive investing, and much more. 

Time Stamps
00:00 Introduction
03:09 Background
10:42 Role of a passive fund manager
12:32 Tracking error
17:08 Selecting a passive fund manager
17:43 Evolving as a passive fund manager
28:06 About Zerodha Fund House
32:35 Passive investing
39:25 ETFs
48:27 Index methodology
50:07 Critics of passive investing
55:23 personal investments
57:38 Passive FM as a career
58:31 Rapid fire
1:01:45 Conclusion

Links to Refer
Learn more about Index Funds here: https://zerodha.com/varsity/chapter/introduction-to-index-funds/


Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://www.instagram.com/zerodhavarsity/?hl=en

#analysis  #investing  #finance  #stockmarket  #financialeducation  #varsity  #zerodha  #passiveincome  #passive   #investor

Featured Playlist
Beginners Guide to Personal Finance
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk",2023-09-28,20413,470,44,1uY1d48aiak
180,Coming Soon | Varsity Junior in Hindi  😃,"Varsity Junior, all episodes coming soon in Hindi.",2023-09-28,7095,201,16,mFoaMbk8YNY
181,How to trade Spinning Top & Doji? | Single Candlestick Patterns,"Single candlestick patterns in technical analysis provide valuable insights into the trend and sentiment of the stock market. Traders and investors use these patterns to gauge the psychology of market participants and make informed decisions about their positions, making them indispensable tools in the world of stock market analysis. While there are numerous single candlestick patterns, a few stand out as particularly depicting the sentiment of the market and they are spinning top and doji. In this video, we discuss these patterns that suggest market indecision and potential reversal or a continuation of the current trend, depending on their placement within the broader price action context in HINDI.

Time Stamps
00:00 Introduction
00:34 What is a spinning top and how is it formed?
01:39 What is a doji and how is it formed?
02:50 Identifying trends on chart with spinning top and doji
03:18 Example - Axis Bank
03:46 How to cover risk during spinning top and doji formation?
04:17 Types of Doji
05:20 Examples of types of doji
05:51 Conclusion

Links to Refer
Single Candlestick Patterns
https://www.youtube.com/watch?v=mKfl8A1VOEM
Learn more about Single Candlestick Patterns here: 
https://zerodha.com/varsity/chapter/single-candlestick-patterns-part-1/

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://www.instagram.com/zerodhavarsity/?hl=en

#analysis  #investing  #finance  #stockmarket  #financialeducation  #varsity  #zerodha  #candlestick  #technical  #trader  #investor 

Featured Playlist
Beginners Guide to Personal Finance
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk",2023-09-25,12419,499,25,KtXPgvXi4uE
182,Are you paying this cost while trading futures?  #shorts  #stockmarket  #cost   #varsity  #zerodha,,2023-09-24,9306,383,2,N4HTznPdWC8
183,Don't do this mistake while analyzing IT Companies #shorts  #stockmarket  #dollar  #varsity #zerodha,,2023-09-23,13585,907,7,xAcaeBRorzE
184,Do you know what Impact cost is and how it can ruin a well planned trade?,"Impact cost is a crucial concept in trading as it provides traders with valuable insights into the hidden costs and risks associated with their trades. By understanding and managing impact cost, traders can make more informed trading decisions, reduce errors, and enhance their overall trading profitability, ultimately improving their chances of success in the market. In this video, we talk about what an impact cost is and ways to minimize it.

Time Stamps
00:00 Introduction
01:31 What is the Impact Cost?
05:35 What are the different measures of liquidity?
06:07 Points to remember 
07:20 How to minimize impact cost?
09:00 Conclusion

Links to Refer
Learn more about Order Type here: 
https://www.youtube.com/watch?v=5t5O0MnNJNE

Learn more about Stock Market Basics here:
https://zerodha.com/varsity/modules/

What is the Disclosed Quantity?:
https://support.zerodha.com/category/trading-and-markets/kite-web-and-mobile/others/articles/what-is-disclosed-quantity-feature-and-how-to-use-it

What are Iceberg Orders?:
https://support.zerodha.com/category/trading-and-markets/product-and-order-types/order/articles/iceberg-orders

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://www.instagram.com/zerodhavarsity/?hl=en

#analysis  #investing  #finance  #stockmarket  #financialeducation  #varsity  #zerodha  #future  #technical  #trader  #investor  #cost 
Featured Playlist
Beginners Guide to Personal Finance
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk",2023-09-20,15630,269,9,m2HiZG0Fhts
185,Do you know 5 types of Share Capital? #shorts  #stockmarket  #capital  #varsity  #zerodha,,2023-09-19,8392,317,2,KfBA0SK96Lc
186,Opening price different than previous day's closing price. How? #shorts   #price  #varsity  #zerodha,,2023-09-18,57027,2881,13,tsXR22VInWE
187,What is the strategy to become a Profitable Trader? #stockmarket #varsity #zerodha #trader #profit,,2023-09-17,10393,600,6,Eb6NWvZx6-8
188,Do you know 5 types of Share Capital?,"Share capital is the total value of capital raised by a company through the sale of its shares to investors. It represents the ownership stake in the company held by shareholders and is a key component of a company's financial structure. Share capital is determined by various categories all contributing to the composition of a company's share capital. In this video, we learn about 5 categories of share capital that ultimately helps to determine the share capital of a particular company in HINDI. These categories provide flexibility and define the financial framework of the company, influencing ownership distribution and governance.

Time Stamps
00:00 Introduction
00:54 What is Authorized Capital?
02:08 What is Issued Capital?
03:10 What is Subscribed Capital?
04:11 What is Called-up  Capital?
05:36 What is Paid-up Capital?
07:05 Balance sheet Examples
09:07 Conclusion

Links to Refer
Difference between Face Value, Book Value and Market Value
https://www.youtube.com/watch?v=EAucHlFstdU
Learn more about Stock Market Basics here: 
https://zerodha.com/varsity/modules/

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://www.instagram.com/zerodhavarsity/?hl=en

#analysis  #investing  #finance  #stockmarket  #financialeducation  #varsity  #zerodha  #capital  #share  #balancesheets  

Featured Playlist
Beginners Guide to Personal Finance
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk",2023-09-15,13550,434,26,q-T2svXZ77s
189,What should Traders & Investors do in a Bear Market? #shorts #stockmarket  #bears #varsity #zerodha,,2023-09-14,10222,394,11,nspWMuEKI9Q
190,How can shareholders  impact management's decisions? #shorts #stockmarket #voting #varsity #zerodha,,2023-09-13,11438,573,3,puhtIYZuB4I
191,"How should Traders & Investors, trade or invest in a Bear Market?","Whenever there is some volatility in the market, investors and traders get spooked and make all sorts of avoidable mistakes. None of these mistakes are a secret or a mystery and yet we make them. It goes to show the importance of controlling your emotions when trading and investing. If you don't understand your strengths and weaknesses and learn how to control your emotions when trading and investing, you will continue to make mistakes. In this video, we explains the most common mistakes that mutual fund investors, equity investors and traders make during bear markets and most importantly how to avoid them. 

Time Stamps
00:00 Introduction
00:35 Busting Myths
01:00 Stock Market Crash Statistics
02:15 Patterns of Bear Market
03:00 Various personalities in Bear Market
03:20 What should mutual fund investors do?
04:18 What should long term investors do?
06:33 What should equity positional traders do?
07:23 What should positional F&O traders do?
08:14 What should intraday traders do?
09:15 Conclusion

Links to Refer
Learn more about Fundamental Analysis here: https://zerodha.com/varsity/module/fundamental-analysis/

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://www.instagram.com/zerodhavarsity/?hl=en

#analysis  #investing  #finance  #stockmarket  #financialeducation  #varsity  #zerodha  #bears   #emotions  #trader  #investor 

Featured Playlist
Beginners Guide to Personal Finance
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk",2023-09-10,11524,624,30,GIIs2Pp_COY
192,Company can raise capital through an IPO & OFS. What is OFS?#shorts #stockmarket #varsity #zerodha,,2023-09-09,6512,275,13,tMS5Uu8A-J8
193,Why we can't trade between 09:00 to 09:15 in the stock market?#shorts #stockmarket #varsity #zerodha,,2023-09-08,713236,31152,126,rAlsa1crge4
194,Do you know how much capital is required to trade? #shorts #varsity #zerodha #capital #trade #funds,,2023-09-07,22037,1073,14,VxDn8TlW5iE
195,What is Offer for Sale? How is OFS Allotment Done?,"Offer for Sale is a mechanism that allows promoters or existing shareholders of a company to sell their shares to the public, providing investors with a unique opportunity to buy into established companies.
Learn how the OFS process works, including the key players involved and the steps from announcement to allotment. Discover the factors that influence the allotment of OFS shares, ensuring you have a clear understanding of how this investment avenue functions. Whether you're a seasoned investor or just getting started, this video will shed light on OFS and help you make more informed investment decisions in Hindi.

Time Stamps
00:00 Introduction
00:59 What is an Offer for Sale?
01:58 Offer for Sale in Secondary Market
02:26 Understanding OFS through Manyavar’s example
02:42 OFS Participants
02:54 Floor Pice & Cut Off Price
03:48 Purpose of OFS
04:01 How to place OFS orders?
04:57 How is OFS Allotment done?
08:20 Conclusion

Links to Refer
Why and how do companies list and what is an IPO?
https://www.youtube.com/watch?v=SV7v5WRDtLE
Learn more about Offer for Sale (OFS) here: https://zerodha.com/varsity/chapter/supplementary-note-ipo-ofs-fpo/
Learn more about Initial Public Offering (IPO) here:
https://zerodha.com/varsity/chapter/the-ipo-markets-part-1/

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://www.instagram.com/zerodhavarsity/?hl=en

#analysis  #investing  #finance  #stockmarket  #financialeducation  #varsity  #zerodha  #ipo  

Featured Playlist
Beginners Guide to Personal Finance
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk",2023-09-05,13712,396,23,hwiwWPrfWXU
196,Why do we need an appreciating INR? #shorts  #stockmarket  #currency  #varsity  #zerodha,,2023-09-04,19564,1071,17,BH793hawPms
197,Why at times trading is HALTED in stock markets? #shorts #varsity #stockmarket #zerodha #circuit,,2023-09-02,304308,12697,37,jH8JjygKVB0
198,5 Reasons Why currency appreciates or depreciates?,"Ever wondered what makes exchange rates tick? In this video, we discuss 5 such factors that cause currencies to rise and fall. From economic indicators and central bank policies to geopolitical events and market psychology, we're here to demystify the forces that shape the global financial landscape. But that's not all, we also delve into the intriguing connections between crude oil, gold, equities, and currency values in Hindi.

Time Stamps
00:00 Introduction
01:30 Inflation
02:37 Trades
03:37 Remittances
04:18 Monetary Policy
05:25 Demand for Reserves Currencies
06:25 Affects of crude oil, gold and equities on our currencies
08:00 Conclusion

Links to Refer
Learn more about Currencies and Commodities here: https://zerodha.com/varsity/module/commodities-currency-government-securities/

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://www.instagram.com/zerodhavarsity/?hl=en

#analysis  #investing  #finance  #stockmarket  #financialeducation  #varsity  #zerodha  #rupee  #dollar 

Featured Playlist
Beginners Guide to Personal Finance
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk",2023-08-31,14630,617,23,ooSmb-CjQsM
199,What is Rights Issue & Rights Entitlement? How to Apply & Sell Rights Issue? #shorts #rightsissue,"A rights issue is a corporate action where an offer is made by a company to its existing shareholders to buy new shares in the company. The number of new shares offered is usually proportional to the number of existing shares held by the shareholder. The price at which the new shares can be purchased is usually at a discount to the current market price of the shares. 
In order to apply for these rights issues, shareholders need to have Rights entitlement. By Rights entitlement we mean a temporary demat security that represents the shareholder's eligibility to apply for the rights issue. Rights entitlements are offered to shareholders as a ratio to the number of securities held on the record date.
#analysis  #investing  #finance  #stockmarket  #financialeducation  #varsity  #zerodha",2023-08-28,11283,277,5,mIr0pP9Q40A
200,Does inventory gain improve profitability? #shorts #inventory #company,,2023-08-26,17354,1098,2,Rf_qtnWcBcM
201,What is Rights Issue & Rights Entitlement? How to Apply & Sell Rights Issue Shares?,"A rights issue is a corporate action where an offer is made by a company to its existing shareholders to buy new shares in the company. The number of new shares offered is usually proportional to the number of existing shares held by the shareholder. The price at which the new shares can be purchased is usually at a discount to the current market price of the shares. 
In order to apply for these rights issues, shareholders need to have Rights entitlement. By Rights entitlement we mean a temporary demat security that represents the shareholder's eligibility to apply for the rights issue. Rights entitlements are offered to shareholders as a ratio to the number of securities held on the record date.
In this video, we discuss in detail the process to apply and sell rights issue in Hindi.

Time Stamps
00:00 Introduction
00:50 What is the Rights Issue?
01:27 What is a Record Date?
02:32 Why does the company issue rights?
03:30 What is Rights Entitlement?
04:58 How to apply for a Rights Issue?
05:53 Who is eligible for the Rights Issue?
06:36 Why to sell Rights Entitlement?
06:53 Advantages of selling Rights Entitlements
08:32 Should you apply for RE or sell RE?
09:16 How to sell Rights Entitlements?
09:50 Taxability on selling RE
10:56 How is portfolio value impacted?
13:15 Other important dates
13:50 Conclusion

Links to Refer
Learn more about the stock market here: https://zerodha.com/varsity/modules/

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://www.instagram.com/zerodhavarsity/?hl=en

#analysis  #investing  #finance  #stockmarket  #financialeducation  #varsity  #zerodha  

Featured Playlist
Beginners Guide to Personal Finance
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk",2023-08-24,103560,2016,202,m7U4liUJAkE
202,6 Steps to build momentum portfolio | What is a momentum portfolio? | How to measure momentum?,"A momentum strategy seeks to identify trend and persistence in stock returns and build a portfolio of it. The idea is that stocks that have been performing well are more likely to continue to perform well in the future. There are a number of ways to construct a momentum portfolio. One common approach is to use moving averages and another approach is by constructing a momentum portfolio using relative strength analysis.
In this video, we discuss 6 steps to construct a momentum portfolio. If you are interested in learning more about momentum portfolios, this video is for you. By the end of the video, you will have a good understanding of how momentum portfolios work and whether or not they are a good fit for your investment portfolio.

#analysis  #investing  #finance  #stockmarket  #financialeducation  #varsity  #zerodha  #momentum  #portfolio #shorts",2023-08-21,9796,341,3,G1nxCXEEtJs
203,Equities Compound better than FDs?  #investment #stockmarket #financialliteracy #varsity #zerodha,,2023-08-19,27538,1568,9,hRaq52k8Q1Y
204,6 Steps to build momentum portfolio | What is a momentum portfolio? | How to measure momentum?,"A momentum strategy seeks to identify trend and persistence in stock returns and build a portfolio of it. The idea is that stocks that have been performing well are more likely to continue to perform well in the future. There are a number of ways to construct a momentum portfolio. One common approach is to use moving averages and another approach is by constructing a momentum portfolio using relative strength analysis.
In this video, we discuss 6 steps to construct a momentum portfolio. If you are interested in learning more about momentum portfolios, this video is for you. By the end of the video, you will have a good understanding of how momentum portfolios work and whether or not they are a good fit for your investment portfolio.

Time Stamps

00:00 Introduction
00:46 What is a momentum portfolio?
02:24 How to measure momentum?
03:25 Illustration
04:25 Time period of momentum
05:02 Steps to build momentum portfolio
05:22 Step 1 Define your tracking universe
07:32 Step 2 Clean closing price data
07:57 Step 3 Daily returns of the stocks
08:04 Step 4 Rank the stocks in the tracking universe
08:34 Step 5 Building momentum portfolio
09:44 Step 6 Rebalancing momentum portfolio
10:47 Conclusion


Links to Refer

Learn more about the stock market here: https://zerodha.com/varsity/chapter/momentum-portfolios/
Other Trading Strategies
https://zerodha.com/varsity/module/trading-systems/
Impact of corporate actions on derivatives, company balance sheet and how to adjust historical data
https://www.youtube.com/watch?v=MX-6rdHDPbE

Other Important Links

You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://www.instagram.com/zerodhavarsity/?hl=en

#analysis #Investing #Finance #StockMarket #financialeducation #varsity #zerodha #momentum #portfolio 

Featured Playlist
Beginners Guide to Personal Finance
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk",2023-08-17,29114,1016,33,eMuGV8t3ejo
205,"How to Analyse Infrastructure, Pharmaceutical & Telecommunication Sectors?","Each sector of the economy has its own unique set of analytical metrics that helps in analyzing companies in those sectors. This sectoral analysis video will help the users to do apple to apple comparison within a particular sector. We have picked 3 such sectors Infrastructure, Pharmaceutical & Telecommunication and discussed their parameters in detail with examples in HINDI.

#stockmarket #financialliteracy #finance #financialeducation #investing #varsity #zerodha #shorts",2023-08-14,5282,219,3,rc_BMSiCcjE
206,Balance Sheet Fraud?,"Balance sheet - 'Is the company cheating investors if they change the balance sheet numbers for the same line item from one year to another? Do watch to understand.

#stockmarket #financialliteracy #finance #financialeducation #investing #shorts",2023-08-12,6229,264,0,OHy4_nSteRk
207,How to Analyze Company Performance Across the Specific Sector | 6 Sectors Analysed | Part-2,"In the previous part of the video, we addressed the three sectors in detail: banking, insurance, and information technology, as well as their distinct set of analytical metrics which help in the analysis of companies in those industries. In the second half of the video, we examine three more sectors: infrastructure, telecommunications, and pharmaceuticals, and we go through their parameters in detail with examples in HINDI.

Time Stamps
00:00 Introduction
00:50 Infrastructure
01:00 Order Book
01:45 Debt to Equity
02:35 Larsen & Toubro Example
03:42 Telecommunication
03:52 Average Revenue Per User (ARPU)
05:17 Bharti Airtel Example
05:44 Pharmaceutical
05:56 New Drug Application (NDA)
07:14 Abbreviated New Drug Application (ANDA)
08:03 Research & Development (R&D) 
08:30 R&D to Sales
09:50 Gland Pharma Example
10:18 Conclusion

Links to Refer
Learn more about the stock market here: https://zerodha.com/varsity/module/sector-analysis/
How to Analyse Quarterly Results? | 5 things to look for in Company's Quarterly Results:
https://www.youtube.com/watch?v=xDrEJkeigHA

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://instagram.com/zerodhavarsity?igshid=MzRlODBiNWFlZA==

#analysis  #investing  #finance  #stockmarket  #financialeducation #pharma #telecommunications #infrastructure #banking #insurance #informationtechnology 

Featured Playlist
Beginners Guide to Personal Finance
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk",2023-08-10,12743,479,30,CaLNWQlhGGs
208,How to Analyze Company Performance Across the Specific Sector | 3 Sectors Analysed,"Each sector of the economy has its own unique set of analytical metrics that helps in analyzing companies in those sectors. This sectoral analysis video will help the users to do apple to apple comparison within a particular sector. We have picked 3 such sectors and discussed their parameters in detail with examples in HINDI.

Link to refer
https://www.youtube.com/watch?v=wlDPMlVSxTQ",2023-08-07,7248,359,8,ZCM3MoXr1Qk
209,Are you Eligible for Dividend Payment?,"Dividend payments are like financial rewards from companies to their shareholders. They represent a share of the company's profits, distributed back to you for being a loyal investor. But are you eligible for a dividend payment? What are a few dates to keep in mind to ensure the dividend payment? #dividend  #stockmarket  #share  #financialliteracy",2023-08-05,38161,1969,10,yPB8qsZRbNA
210,How to Analyze Company Performance Across the Specific Sector | 6 Sectors Analysed | Part-1,"Each sector of the economy has its own unique set of analytical metrics that helps in analyzing companies in those sectors. This sectoral analysis video will help the users to do apple to apple comparison within a particular sector. We have picked 6 such sectors and discussed their parameters in detail with examples in HINDI.

Time Stamps
00:00 Introduction
00:32 Banking
00:40 Net Interest Income (NII)
01:39 Net Interest Income (NIM)
02:05 Non Performing Asset (NPA)
04:05 Capital Adequacy Ratio (CAR)
04:56 CASA (Current Account & Saving Account)
06:02 Axis Bank Example
07:00 Insurance
07:11 Premium
09:05 Solvency Ratio
10:05 Operating Expense Ratio (OER)
10:50 Claim Settlement Ratio (CSR)
11:26 HDFC Line Example
12:50 IT
12:59 New Clients
13:39 Total Contract Value (TCV)
14:18 Constant Currency Growth (CCG)
15:21 Attrition Rate
16:00 Infosys Example
16:36 Conclusion

Links to Refer
Learn more about the stock market here: https://zerodha.com/varsity/module/sector-analysis/

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://instagram.com/zerodhavarsity?igshid=MzRlODBiNWFlZA==

#analysis  #investing  #finance  #stockmarket  #financialeducation 

Featured Playlist
Beginners Guide to Personal Finance
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk",2023-08-03,32139,1238,54,wlDPMlVSxTQ
211,5 interesting facts about dividend,Dividend is one of the streams of passive incomes. But the questions is why do companies distribute dividend? Where does the money come from? Is it always positive to give dividends? etc. Know these amazing 5 facts about dividend. #dividend  #stockmarket  #share  #financialliteracy,2023-07-29,42047,2854,23,Hf5p0Rvdja8
212,Start Your Financial Literacy Journey with Varsity Certified,"Finance is a crucial subject we cannot afford to neglect. We all deal with money in our lives, regardless of our occupation, yet often lack sufficient knowledge about it. Zerodha Varsity introduces the Varsity Certification test to assess your understanding of finances and the stock market, helping you gain confidence in money-related matters. Upgrade your financial awareness and literacy today by clicking on the link to begin your journey with confidence.

Gain perspective with Karthik and Nithin's candid insights.

Link to Varsity Certified - https://zerodha.com/varsity/certified/

Time Stamps
00:00 What is Varsity?
02:19 Why Varsity Certification?
04:21 How is the Varsity Certification structured?
04:43 Why should people know the basics of finance?
07:30 In what formats is Varsity available?
08:48 Can people read Varsity at their own pace? 
09:07 Who exactly is this initiative aimed at?
10:56 How are you reaching out to the students? 
13:08 Key messages
14:22 What was the motivation behind creating the certification?
18:47 What will be the outcome?

Links to Refer
Learn more about the stock market here: https://zerodha.com/varsity/ 
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://instagram.com/zerodhavarsity?igshid=MzRlODBiNWFlZA==

#stockmarket #financialliteracy #finance #varsity #zerodha #nithinkamath #financialeducation",2023-07-25,38620,1177,57,Q1PCq9mrPI8
213,5 things to look for in Quarterly Results,"Quarterly Results are round the corner. Unlike our school and college results, the company’s quarterly results happen four times in a year. And these quarterly results are a goldmine of information for investors. By analyzing these results, you can get a better understanding of the company's financial health, its competitive landscape, and its future prospects.

But wait, how do you analyze these detailed results? Where and what all should investors look for?

In this video, we have discussed 5 such parameters that one needs to look for in a quarterly report. 

Also, ever wondered why the stock price falls despite a good result?

#stockmarket #results #financialliteracy

https://youtu.be/xDrEJkeigHA",2023-07-24,8923,474,18,X10kkqSZfqs
