,Title,Description,Published_date,views,likes,comments,ids
222,Valentine Finance. Girlfriend Reveal !!!,"Don’t have a date for valentines? 💘

Never mind that!

I’ll be your date 😉

I’m inviting you on a date with me on 19-02-2023!

And unlike other dates that keep you broke - this will help you get wealthier 💸


I am hosting my personal finance masterclass on the same day, and trust me, you do not want to miss it! I’ll be covering the A-Z of personal finance planning, Early retirement planning, Insurance planning, tax planning, stock picking, and more. And to make things sweeter, I’ll also share some proprietary tools I developed after talking to wealth management experts and financial advisors, like the rent vs buy calculator, Index fund selector tool, FD vs debt fund selector, and more.

So forget about that ex and book your seat before we sell out! 

👉🏻So click the link in my pinned comment to get your seats now.",2023-02-13,301669,18044,108,CGlJDIxh9a0
223,You’re Now Eligible For Hegde Credit Card !!,"Managing your credit card 💳 bills can be stressful especially since not all banks have the same billing cycle. 

And in the off chance you miss a payment well say goodbye to the credit score you managed to build over the years.

The RBI finally noticed our pain and notified all banks 🏦 providing credit cards to allow customers to change their billing cycle once to both the existing and new credit cards to the one they want. 

This is great news for you and me since we can now change our cycle to start in the first week of the month. This will align your credit card bill to your salary date ensuring that you’ll never fall short of paying your dues on time. 

You can modify your billing cycle through your bank’s net banking service. 
.
.
.
.
.
.
.
#financewithsharan #creditcard #creditcards #moneytips #personalfinance #credittips #bank #creditscore #credit #banker",2023-02-08,829885,46107,135,ASNvg8yL9JU
224,Understand This To Get iPhone For FREE !!,"Are you still picking mutual funds seeing last year’s CAGR? 🤔

Well sorry to inform you but you have just invested in a fund without any proper research and can possibly not make the returns you had hoped for. 

CAGR calculates the return made from the starting point to the end, now 15% CAGR sounds appealing but between those two points the fund could have tanked and recovered. 

This means the fund you invested might not perform to the returns you were expecting 🥲

Instead, you should look at 👉🏻 Rolling Returns. Rolling returns compute the CAGR at different points and take an average of them. This will then take into consideration the fluctuations in the fund’s value making it a much more reliable figure.

But Sharan, where should I invest? 

I can’t tell you where to invest but I can teach you how to pick the best mutual funds. 

After discussing with many fund managers and financial advisors I built excel tools to help pick the right mutual fund for you 😎

If you are wondering where to get access to these one-of-a-kind tools let me introduce you to the ✨The 1% Club✨ - the one-stop kickass course that will cover everything from 
- Financial & asset planning
- Mutual fund selection
- Insurance 
- Tax planning

The course also comes with ✨12 proprietary financial tools✨to help make these tough financial choices in your life. 

➡️ So what are you doing still reading the caption, the LINK IS IN MY BIO !!!
.
.
.
.
.
.
.
.
#financewithsharan #investingforbeginners #moneymanagement #stockmarketindia #stockmarketnews #personalfinance #financecourse #mutualfunds",2023-02-06,448813,27627,69,LoJtepAT4wI
225,How To Do Health Checkup Of Your Portfolio?,"Preparing a killer portfolio is one thing but maintaining it is a whole other ball game 😓

Just like how you take an annual check-up 🩺 to ensure everything inside is well and good, the same is required for your portfolio as well by constant monitoring and rebalancing to keep your portfolio healthy. 

However, the average investor is often not equipped to do these checks themselves. 

To combat this ET money has come with a portfolio health check-up, they scan your portfolio for any hidden risks such as sector concentration risk, interest rate risk, high overlap, and many more - helping you rebalance your portfolio at the appropriate time. 

➡️ To get your portfolio checked, use the link in my bio.

@etmoney_official #partnership 
.
.
.
.
.
.
.
.
.
.
#financewithsharan #etmoney #intelligentinvesting #financialfreedom #portfoliohealthcheck #investingtips #investingforbeginners #moneytalks",2023-02-04,819201,45212,95,aQFhqAt0S5g
226,This Tool Will Help You Decide If You Should Quit FD Or Not ! Watch Now. (Link in comment),,2023-02-02,1080329,72985,207,Ie8CO7b10kE
227,This Protects You Against Market Crash,"Only 3 % of the Indian 🇮🇳 population invests in the stock market and I feel you guys, the stock market can be a scary place for amateur investors. 

Which is why it’s important to diversify your portfolio and maintain the right asset allocation strategy according to your risk appetite. 

Of course, you could do this yourself but for those of us who have just started out asset allocation can seem extremely confusing and tedious 😵‍💫

That’s where smallcase come in. 

smallcase has bundles of stock expertly crafted and managed by experienced portfolio managers 👩🏻‍💼 And the All Weather Investing smallcase is perfect for amateur investors since it diversifies the holdings between equity, debt, and gold ensuring you are prepared for any financial storm all while giving an 11% return in the past 4 years 💸

⚠️However, it is important to note that at the end of the day, you are investing in stocks which is a high-risk investment so past performance does not guarantee future returns. 

Investor discretion is informed. (Not an investing advice, pls do your own research)

@smallcasehq #collab 
.
.
.
.
.
.
.
.
#financewithsharan #stockmarketindia #stockmarketnews #investingforbeginners #moneytalks r",2023-02-01,4442113,248106,700,HiTyr1WqMwA
228,Scam Loan Apps,"Let me explain something quickly, if something is too good to be true then it probably is! 

Just this month an INR 300 crore fraud ring run by 15 Chinese loan lending Apps was busted in Uttarakhand.
 
Do not be allured by the promises of interest-free loans found across the web unless you don’t mind your very own rule 34-based pictures and videos being distributed to all your contacts. Once scammed the likelihood of getting your money back is unlikely. 

So don’t let yourself be scammed, here are a few pointers you should look out for while installing any loan apps:
👉🏻 Check if the loan app is affiliated with an NBFC/Bank registered under the RBI. If not avoid them like the plague.
👉🏻 Verify at the NBFCs website linked to the loan app on whether the app is truly affiliated with them.
👉🏻 If the app does not do a KYC and approves you for a loan with minimal verification rest assured you are being scammed and promptly delete the app.
👉🏻 Don’t go agreeing to all the permissions in a hurry while setting up the app. Do not ever permit such apps to access your contacts or gallery. 
👉🏻 And most importantly- Follow your man Finance with Sharan.",2023-02-01,517484,24645,215,sk3A__sT8rw
229,Talk To Alumni To Know What Course Is Right For You,"According to recent reports, the completion rate for online courses teeters around 15%-25%. The internet is filled with half-assed online courses promising high-paying jobs. However, we as consumers cannot validate how good they truly are. Often times we purchase a course and stop midway due to it not meeting our expectations.

This is why upGrad has come up with a new service, talking to their alumni. Not only does upGrad provide quality online courses in collaboration with esteemed domestic and international universities, but owing to this new service, aspiring learners can now enquire about the course with the alumni to see if it meets their requirements and matches the expected job prospects.

To get started click on the link in the pinned comment below.

#partnership",2023-01-23,347429,20215,133,SWi8ywc04W0
230,Plan Your Vacation This Way For ‘Leave Travel Allowance’ Benefits,"✨Sex and Money✨ are two things we don’t tend to learn very much about in school or at home - even though they’re important aspects of adult life that we have to learn to navigate. 

For all your finance questions @financewithsharan is your man! For scientifically accurate, judgement free sex ed, you gotta follow @leezamangaldas !

Indians 🇮🇳 are some of the most overworked people in the world leading to increased stress. One way you could destress yourself is by relieving yourself. 

Unfortunately, Indians have many misconceptions about the process and avoid doing the need thinking it is harmful to us. 

According to a study 📚 done by the National Center for Biotechnology Information, only 46% of men and 20% of women in India have a healthy knowledge of masturbation. However, sex-ed is essential for us to know which is why The Sex Book written by Leeza Mangaldas is a great start to help put your sex doubts to bed.

You could also take a vacation 🏖️ every once in a while to destress yourself while saving a bunch in taxes. 

Domestic travel expenses ✈️ can be claimed as a deduction under LTA twice in a block of 4 years for you and your family. 

If you and your partner are smart about your utilization you can claim LTA for all 4 years. You can claim for 2 years while your partner claims for the other 2 years. Effectively covering all 4 years in a block 💯
.
.
.
.
.
.
.
.
#financewithsharan #leezamangaldas #tax #taxes #taxseason #moneytalks #pleasure #knowyourbody",2023-01-21,1017615,28743,663,eTk_KSgPt20
231,Earn Free Bitcoins For Your Transactions #financewithsharan #personalfinance #cryptoinvestor,"Your average credit card points are quite bland and boring. 

Sure, you can get a shirt after collecting points for a couple of months but as I said the excitement often fades away after a while.

But, what if I told you of a  prepaid card that gives you rewards in Bitcoin on every transaction which also works as a way to passively invest into Bitcoin?

Introducing the Gosats Prepaid card.
Use my referral code GSGF3176 to get free bitcoins on sign up!

For every transaction you make, you get 2% as money back in the form of Bitcoin. You can also win up to 1 whole bitcoin by trying out their lucky wheel.

I have personally tried this out, and found that this makes payments super-exciting, and fun!

The best part? As the value of Bitcoin grows, so does the value of your points. For example, this month, the value of Bitcoin has increased by 20%, and so did the value of your stacked Bitcoin.

You can register now, stack Bitcoin and sell them for a profit when the price of Bitcoin increases. There are absolutely NO withdrawal fees on the rewards you’ve stacked.

➡️ To get started, click on the link in my bio!

@gosatsapp #partnership
.
.
.
.
.
.
.
.
#financewithsharan #cryptocurrency #crypto #cryptoinvestor #creditscore #bitcoinnews #bitcoins #feelitreelit #feelkaroreelkaro",2023-01-20,1256292,61300,228,64LY0vRm0UQ
232,Term Insurance Home Loan #financewithsharan #investingforbeginners #personalfinance #homeloan,"Revised caption for today's reel:-

Taking a home loan is stressful enough on its own but banks go out of their way to make it even harder. Most banks require you to have life insurance to take a home loan since the risk of non-payment due to death.

If you are someone without a life insurance policy, they will try to have you purchase one through them by offering discounts on premiums and also offering to add it to your home loan.

However, these premiums that are added to your home loan are charged with interest on top of them making them more expensive in the long run. 

Don’t be blinded by discounts and rather get a term insurance online where the premiums would be much cheaper when compared to taking it through the bank.",2023-01-11,1232932,67680,191,uZE1thz3hqY
233,What Is A Home Top-Up Loan?,"Planning to revamp your interiors but can’t afford to? 

You could take a Personal Loan but they charge interest ranging from 12% and higher 🤯

Rather I would suggest taking a top-up on your home loan instead.  ⬆️

If you have paid 12 or more installments of your home loan EMI, you become eligible to take a top-up home loan, the interest charged under these loans is only 1% higher than your pre-existing home loan - making them some of the cheapest loans available in the market. 

To make things sweeter, when a top-up loan is used for the renovation, repairs, or reconstruction of your property you can claim up to INR 30,000 of the interest paid as a tax deduction💰 

Most banks 🏦 allow you to take a top-up loan to meet any personal purpose making them a better alternative to a personal loan.
.
.
.
.
.
.
.
.
#financewithsharan #homeloan #loan #loanofficer #realestateinvesting #homeloans #homeloans #personalfinance",2023-01-09,668856,39297,189,_cdiw_g3h7M
234,Find Out Your Personal Inflation Rate? #financewithsharan #investingforbeginners #personalfinance,"Inflation can be a menace which is why we take into consideration inflation of 6%-7% while making financial decisions. 📉

Unfortunately, your true inflation is different from the one government proposes. 🥲

We all experience inflation differently, the rate of inflation depends on the goods and services we consume. The government 💼makes assumptions based on the average Indian’s spending habits however, you may not fall within those assumptions. 

👉🏻 For eg, the government assumes you spend only 2% of your monthly expenditure on recreational activities while you may be partying it up on the daily. This is why it’s important to calculate your actual inflation rate 💯

➡️ To help you calculate your true inflation rate I have prepared a tool, which you can download from the link in my pinned comment. 

⚠️Important note: Make sure to download the excel file and not open it through google sheets. 

Credits: Ajinkya Kulkarni 
.
.
.
.
.
.
.
.
#financewithsharan #inflation #investingtips #investingforbeginners #personalfinance #moneymanagement e",2023-01-06,2288312,132782,433,XDHCF57Jc1w
235,Secret Hack To Maximise Your Current 80C Limit.,"There are rumours of the 80C limit being expanded to INR 2.5 lakhs in the upcoming finance bill. 🫡

But did you know of this secret hack to maximize your current 80C limit❓

- You can first claim 80C up to INR 1.5 lakhs through tax saving instruments like ELSS, NPS and PPF. 
- After exhausting the limit you can claim a further INR 50,000 under 80 CCD (1B). 
- You can also ask your employer to contribute up to 10% of your salary into NPS under 80 CCD (2) in our case being an additional INR 50,000. 

✨Bringing your total deduction to INR 2.5 lakhs✨

NPS invests in market linked securities hence they also provide better returns than PPF and bank deposits. 

Here’s how you can get started 👇🏻

You can invest in NPS through ET money. It’s fast and paperless and gives an instant tax proof which you’ll need to claim the deduction. ET money also allows you to set up an SIP to invest monthly.

➡️ Click on the link in my pinned comment to get started !

#partnership @etmoney_official 
.
.
.
.
.
.
.
.
.
#financewithsharan #investingforbeginners #etmoney #intelligentinvesting #financialfreedom #personalfinance #tax #taxsavings #taxseason #taxes e",2023-01-05,212542,11743,73,1x79sZ1HQX0
236,Who Gets Your Parents’ Assets? #financewithsharan #investingforbeginners #personalfinance,"Transferring assets to an HUF activates clubbing provisions, meaning any income 💰generated by the HUF is taxed in your name which defeats the whole point of making an HUF. 

However, there is a way for you to transfer assets to your HUF without worrying about clubbing provisions and that is when the transfer is done through a - Will 📄

There are no taxes levied on inheritance by way of will ❌

By transferring assets to your HUF by way of will, any income generated will be taxed in the hands of the HUF as per the slab rates, which makes the first INR 2.5 lakhs is ✨TAX FREE✨. The HUF can also make tax saving investments to reduce their tax liability.

➡️I will be teaching this and much more more in my upcoming PERSONAL FINANCE MASTERCLASS hosted on the 7th of January. 

I will be teaching you the ins and outs of personal finance that I have learnt from talking to CFAs and wealth management specialists. I will also be sharing you proprietary tools like the 
- Mutual Fund Selector Tool 
- Buy vs Rent Home Calculator 
to help you make the best financial decisions 💯

To make things sweeter I’m inviting @akshat.world as a guest where he’ll be teaching you how to pick stocks.

So mark your calendars 📆 and get your seats quick, you don’t want to be missing out. 

➡️ Click on the link in my bio right now, to register !!

Start your 2023 by attending the biggest Finance event of the year before tickets get sold out! 🤫
.
.
.
.
.
.
.
.
.
.
.
#financewithsharan #homeloan #realestateindia #renthouse #personalfinance #investingforbeginners #stockmarketindia #stockmarketinvesting #mutualfunds",2023-01-02,1131515,71674,290,8loUz4EPJ2A
237,Sell The House? Ft. @AkshatZayn,"Over 70% of an average Indian’s 🇮🇳 net worth is caught up in residential real estate. However, property appreciation in India is just 5% which hardly covers inflation! 🥲

The same amount invested in a house 🏡 could have been invested in superior asset classes like mutual funds. 

➡️To help you make this decision I have created a ✨Home vs Rent Calculator✨

I will be sharing this tool and so much more in my upcoming masterclass which will be conducted on the 7th of January. 

I will be teaching you the ins and outs of personal finance that I have learnt from talking to CFAs and wealth management specialists. I will also be sharing you proprietary tools like the mutual fund selector tool and buy vs home calculator to help you make the best financial decisions. 

To make things sweeter I’m inviting @akshat.world as a guest where he’ll be teaching you how to pick stocks. 

So mark your calendars and get your seats quick, you don’t want to be missing out.

Start your 2023 by attending the biggest Finance event of the year before tickets get sold out! 🤫
.
.
.
.
.
.
.
#financewithsharan #homeloan #realestateindia #renthouse #personalfinance #investingforbeginners #stockmarketindia #stockmarketinvesting #mutualfunds",2023-01-01,290520,16177,86,g9nVsmEbOCk
238,Earn FREE Bitcoins,"Stop me if you have done this ⚠️

You apply for a new credit card, excited to win some rewards, and after painstakingly amassing enough reward points you end up forgetting to encash them leading to their expiry. Or, you amass a lot of points that eventually turn out to be of no real utility value. 

Of course, you could go for a credit card with a money-back policy, but where’s the fun in that?

This is why the people at GoSats have come up with a rewards platform linked to Bitcoin that makes payments fun again!

For every transaction you make you get 2% as money back in the form of SATS (Smallest Denomination of Bitcoin). 

🎉You can also win up to one whole Bitcoin by trying out their lucky spin wheel. 

The best part: No restrictions such as expiry dates on these rewards. 🤩

You can register now and earn Bitcoin on your transactions while the market is still down and sell them for a profit when the crypto market recovers.

➡️ To get started, click on the link in the pinned commnt  

#partnership @gosatsapp 
.
.
.
.
.
.
.
.
.
.
#financewithsharan #bitcoin #bitcoinindia #bitcoininvestment #crypto #cryptocurrency #cryptoinvestor #investingforbeginners e",2022-12-29,516027,35288,214,3MuBvr6pSxQ
239,Season 2022 Comes To An End ❤️,"What a crazy year 2022 has been. Literally ☺️

I remember thinking at the end of 2021 that life can’t get more crazier and better than this, but here I am at 2022 feeling the exact same way. 

But what happened behind the scenes of “Kya phook ke aya hai be?”

As I look back I think about my lows:
- miscalculated career move 
- heartbreak
- giving up on Columbia MBA
- extreme loneliness & missing my parents back home 

Every one of these lows had the potential to make me give up everything and become a hippie. But fate had some other plans. 

These were my highs:
- moving to the city of dreams, Mumbai 🇮🇳 
- building a ‘home’ in my rented apartment 
- My team growing from 2 to 15
- 3 international work trips 
- doubling down on content creation & starting my business and achieving financial independence

Just goes to show that life is truly a balance of both highs and lows. Without the lows the highs will never come. You are always defined by what you do when you face adversity.

Last but not the least..as always I have you guys to thank. You literally make everything in my life better and I’m so grateful for y’all ❤️

➡️ Comment down below what were your highs & lows of 2022. I’m replying to all your comments.
.
.
.
.
.
.
#financewithsharan #2022season #2022goals #2022recap #happynewyear2023",2022-12-28,201505,11247,72,isY1zT_0dRU
240,Save Money For Your Kids Education The Right Way,"Parents always want the best for their children but they don’t go about it in the best way possible. 👨‍👩‍👧‍👦

Case in point - products such as child insurance are still being bought today. 

Parents are drawn to the allure of an insurance cum investment product without realizing they do not meet their child’s future needs ❌

While the product may sound great in concept, the insurance coverage is small, the return from premiums is unimpressive and oftentimes doesn’t even beat inflation 🥲

And with education inflation 📚 being as high as 12%-14% at prestigious colleges and universities, you would fall short in funds to meet your child’s higher education expenses.

Rather, you can add-on to your existing Life Insurance to safeguard your child’s future and invest systematically to meet his future expenses and needs after considering the appropriate education inflation 💯
.
.
.
.
.
.
.
.
.
#financewithsharan #childeducation #education #higherstudies #insurance #insuranceagent #healthinsurance #lifeinsurance #familyplanning #personalfinance #investingforbeginners",2022-12-27,433016,23015,79,DJo0bdDpOz4
241,Santa Teaches You Finance,,2022-12-26,344816,22476,68,qGHJgLaU3m0
242,I Got 50% Salary Hike,"Back in our parents’ days, having a degree was enough to get a high-paying job. But now everyone has a degree.

That’s why it’s essential to stand out from the rest, especially if you are looking to get into fields like data science where the competition is high. 

Getting certified in an online course through upGrad can help you gain that edge on your contemporaries. 

Unlike all the online education platforms that have mushroomed over the last year, upGrad has teamed up with universities such as IIT and IIITB, to come up with courses that will boost both your subject knowledge and career prospects. Students have gotten on average, a salary hike of 50% and more than 7,000 working professionals have been able to transition into their dream data science careers.

You don’t have to take my word for it. upGrad now offers you the ability to talk to their alumni directly and learn about their experiences from completing the course, before signing up for it.

So what are you waiting for? Click on the link in my pinned comment to get started. 


#partnership #RealStoriesRealImpact #upGradImpact


#financewithsharan #onlinecourses #higherstudies #datascience #freshers #onlineclasses",2022-12-24,2750813,163684,395,dBTPPtwRvwo
243,Clear Your Credit Card Bills On Time ft. @AmyAelaOfficial,"Sharan may have had his heart broken 💔 but you can save yourself from financial heartbreaks by paying your credit card dues on time.

Late payment of credit card dues brings both penalty and interest charges where the interest rates can be as high as 42% per annum, not to mention a drop in your credit score ⬇️

Since the impact of non-payment of credit card dues on time is too large, the RBI has required all banks to give an additional 3 days after the bill due date to pay your credit card dues. So, if you haven’t automated your credit card payments, make sure to pay within 3 days of the bill being due.
.
.
.
.
.
.
.
.
#financewithsharan #creditscore #creditcard #creditcards #creditcarddebt #moneymanagement #investingforbeginners #personalfinance",2022-12-21,1053164,58825,284,NsP5GH6z2EQ
244,How To Maintain Credit Card Score?,,2022-12-16,13204636,654288,945,qC4hDyFme3Y
245,Take Your Credit Score To The High 800s,"The biggest black hole when it comes to personal finance is arguably how credit scores work. 

Your credit score is more important than the number of followers on your Instagram. Why? 

Coz it can literally save you lakhs of rupees when you apply for home loan, car loan, personal loan etc. Forget saving money - You could be outright rejected by major banks if your credit score is poor.

Unfortunately, nobody taught us this in schools. I remember when I got my first credit card. I was fortunately in the company of IIM grads who knew how credit cards worked in and out. Over the years, I’ve spoken to several credit risk analysts both in my corporate job and as a content creator to learn more about how credit scoring is done.

Here is what you need to do to keep your credit score sexy af:
1) Keep utilisation low
2) Check how many enquiries are being made in your name
3) If you don’t recognise something, immediately report it to the bureaus
4) Make payments on time

You need to do this with multiple bureaus to ensure your credit score is high across the board. Obviously, this is not easy and requires a lot of patience and grunt work. 

I’m proud to introduce you guys to OneScore to solve this problem once and for all. This is a completely free to use platform which:
1) Sends you monthly credit reports to help you be informed about what is going in with your credit score
2) It gives you actionable insights on what to do if your credit score is low
3) Keeps you informed about any frauds that are happening with your accounts.

If you’re someone who cares about your credit score to get lower interest rates form banks then this is a no brainer. 

➡️ Click on the link in my pinned comment to take your credit score to the high 800s. 

 #OneScore #ScoreDekhaKya #partnership 
.
.
.
.
.
.
#financewithsharan #creditcard #creditscore #creditcards #loan #loanofficer #personalfinance #investingforbeginners",2022-12-15,553688,32089,125,eOb4OLMpkPU
246,Save Your Self From Tax Penalties!,"Your employer pays TDS on your salaried income but what about other income like rental income, interest, and capital gains? 

Well, the government expects you to pay for it quarterly as advance tax. 
 
The number of advance taxpayers has been consistently increasing year on year, but not many of us end up depositing taxes on time and end up paying interest charges of 1%  per month until we pay taxes and file our tax returns. 
 
With Kotak payment gateway you can seamlessly pay your income tax even if you don’t have a Kotak account, while choosing from a wide range of payment modes such as Credit Cards, Debit Cards, Internet Banking, UPI, and even International Credit Cards.
 
So what are you waiting for? Click the link in my pinned comment to know more.

Connect with me:

Instagram: https://www.instagram.com/financewithsharan/
Facebook: https://www.facebook.com/financewithsharan
LinkedIn: https://www.linkedin.com/in/sharanhegde95/ 
Twitter: https://twitter.com/financewsharan

#financewithsharan #taxes #shorts",2022-12-10,331015,18799,113,busXlgANB0E
247,Credit Card Hard Enquiries,"Recent surveys have shown that around 50% of Indians do not know what affects their credit score. And some of your bad credit habits are making loans more expensive for you and one such offender is making too many hard inquiries with credit-giving institutions.

Every time you make a hard inquiry the bank checks your creditworthiness to know if you can pay back the loan. 

Another parameter they check is the total number of hard inquiries made by a person this helps the bank ascertain how credit hungry you are, the hungrier you are the lower your credit score drops. 

This is why if you are shopping the market for a loan or credit card do so within 14 days since all the inquiries made in those 14 days are taken as 1 hard inquiry, if you continue to make more inquiries post this period each hard inquiry made will lower your credit score.
.
.
.
.
.
.
.
.
.
#financewithsharan #creditcard #creditcards #creditscore #bank #personalfinance #investingforbeginners",2022-12-09,1848792,109179,270,MpOiz7pi3ao
248,How To Plan Your Finances?,"“I wish I had learnt all this in school. I would have saved so much money” said a student when I introduced them to the F.I.R.E Concepts - a highlight of my Signature Masterclass. 

You see, most of us make the mistake of :
👉🏻 Either not even thinking about how to plan our finances. 
OR
👉🏻 Planning our financial goals as per societal standards and blindly copying friends. 

But the F.I.R.E Strategy helps you decide what your money figure is. Something which most people don’t even know.

Personally, I recommend you go for the 4% Rule. What is it?

➡️ Your Annual Expense x 25. 

As per research conducted by Trinity college in Dublin, this amount can last you for 30-40 years of retirement, comfortably.

But that’s just 1 piece of the puzzle. The internet is filled with these kinds of money rules but nobody talks about how to achieve them. 

👉🏻 For example, a rule might say you need 4 Crores to retire. But..

1) How to get to 4 Crores? 
2) How to pick the mutual funds?
3) How to divide your money among equity, debt, gold, crypto and real estate. 
4) How to pick health and life insurance? 

These are exactly what I’ll be discussing in my upcoming Masterclass this Sunday, 11th December at 6PM ⏰ 

You will learn the science of personal finance in this class, and make smart financial choices with a peace of mind and achieve financial freedom so that you can spend more time on things you really love. 

As a bonus, I will also be sharing some of my proprietary tools such as 
1) Home Rent vs buy calculators
2) Index fund selector
3) Should you pre-pay loan calculator?
4) FD vs debt fund selector and many more... 

These are the most accurate and comprehensive tools on the internet. If you find or build a more accurate one, I will refund your money and hire you 😇

There’s a reason over 17,437+ people have attended it already.

➡️ Link for registration is in the pinned commentnt. Join before we get sold out as usual !!

Or type - https://www.financewsharan.com/masterclass on browser to register. 
.
.
.
#financewithsharan #personalfinance #masterclass #investingforbeginners #moneytalks",2022-12-07,670387,43124,248,6IQYsPT-BoY
249,Mutual Fund Investing Made Easy,"Are you guilty of investing in mutual funds by blindly looking at last year’s returns? 

I was one of them. I used to read articles on the best-performing mutual funds of the previous year and blindly invest in them. I now realise that there are several parameters that we need to look at before selecting a mutual fund, such as AUM, expense ratio, performance quality, downside protection etc. 

Now deciphering from the fund fact sheet can be a cumbersome task. Hence, it’s no wonder that managing and growing your money is a herculean task for most of us. We simply don’t want to do it coz we feel stressed or would love to give it to a professional SEBI-registered financial planner. 

Sadly, there are only 1,300 of them are in India, and they don’t come cheap. These guys recommend regular mutual funds to you, which results in Crores in extra charges for you over a 40-year period. 

➡️ Solution: Wealth-tech platforms have built some mind-blowing features in the past 2 years, which have made investing simple even for the common man who doesn’t want to break his/her head with managing and growing money. 

In my opinion, ET Money is one of the best platforms for evaluating the detailed fund report card for every mutual fund. Having this information at the tip of your fingers helps you make better decisions. ET Money also does regular health check of your portfolio to help you avoid costly mistakes in case you’re too busy not to do it yourself. Finally, if you don’t want to do any of the research, they also help with recommending suitable mutual fund portfolios for you according to your risk profile for a small fee.

Whatever category of investor you belong to having reliable mutual fund information and an advisory platform has become super important today. 

➡️ If you’re interested click on the link in my bio to get started with ET Money !!

#etmoney #intelligentinvesting #financialfreedom #partnership @etmoney_official 
.
.
.
.
.
.
.
.
#financewithsharan #investingforbeginners #stockmarketindia #personalfinance",2022-12-07,469408,32192,96,NnCnuFc9-mc
250,Investing For Child’s Education,"As a parent, you always want the best for your child but with mounting education inflation, FDs are not gonna cut it as an investment for your child’s future. 

My suggestion - you’ll need to systematically invest your money to maximize your returns. 20% in PPF for tax-free guaranteed returns and the rest 80% in mutual funds (40% index fund, 40% midcap funds, 20% small cap funds) to generate surplus returns.

How do I know all of this❓

Well, I speak to many Industry specialists, CAs, wealth managers, and CFAs on the daily to learn all the hidden secrets of finance. 

👉🏻 And I’ve added that along with years of my personal research to come up with a kickass course that will cover everything from 
- Financial & asset planning
- Mutual fund selection
- Insurance 
- Tax planning

The course also comes with ✨12 proprietary financial tools✨to help make these tough financial choices in your life. 

➡️ So what are you doing still reading the caption, the LINK IS IN MY PINNED COMMENTNT !!!
.
.
.
.
.
.
.
#financewithsharan #investingforbeginners #moneymanagement #stockmarketindia #stockmarketnews #personalfinance #financecourse",2022-11-29,1988294,129734,344,JRq72AjOjLQ
251,Buying House For Marriage? Watch This.,"A recent survey done by the National Real Estate Development Council showed that 50% of the Indian population still preferred to Invest in real estate while 21% invested in equity, 16% in fixed deposits, and 15% in gold. 

While it’s evident Indians still prefer real estate what one needs to know is that rental yield in India is only 2-3% of the value of the house, which is taxed at slab rates making them tax-inefficient. 

But what about the capital appreciation Sharan you may ask? Capital appreciation in India has been around 5-7% depending on the area while not bad it hardly compares to the returns equity draws in. 

And if you are still not convinced know that real estate just like equity fluctuates in value depending on the economic conditions of our country. Real estate was down by around 40-50% in 2008 owing to the global financial crisis. 

Still hungry to buy that house?
.
.
.
.
.

Connect with me on:

Instagram: https://www.instagram.com/financewithsharan/

Facebook: https://www.facebook.com/financewithsharan

LinkedIn: https://www.linkedin.com/in/sharanhegde95/ 

Twitter: https://twitter.com/financewsharan

.
.
.
.
.
#financewithsharan #homeloan #loan #loanofficer #investing #stockmarketindia #homeloans #loan",2022-11-27,3303928,175326,1407,GzGXt7kDjBQ
252,Zero Cost Term Insurance Policy,"Indians don’t want to pay for something which protects them when shit hits the fan. That’s why insurance is so under-penetrated in India. 

To address this, insurance companies have launched something called ✨Zero cost term insurance✨

This is a new policy which returns all your money back even if you don’t die. The main catch is that you have to purchase a 35-year policy. Usually term insurance is required until you’re 60. 

For example, in my case, I’m 27. If I purchase a policy which ends at 60, that’s 33 years from now. I will not be eligible for zero-cost. Hence I need to extend the policy term by another 2 years to be eligible for Zero-cost. The premium cost will increase by 10% but the opportunity cost of that increased premium cannot beat getting all the money back. 

➡️ To get access to this tool which helps comparing insurance policies then you need to subscribe to the One Percent Finance Club (Link in bio)

If you haven’t purchased a term insurance before then you can consider this. But if you’re someone who feels like you will achieve financial independence in less than 30 years then you don’t need this because zero cost term insurance allows you to get all the money back only after crossing 30 years or 60 age whichever is earlier. 
.
.

Connect with me on:

Instagram: https://www.instagram.com/financewithsharan/

Facebook: https://www.facebook.com/financewithsharan

LinkedIn: https://www.linkedin.com/in/sharanhegde95/ 

Twitter: https://twitter.com/financewsharan

#financewithsharan #finance #sharan",2022-11-25,5328502,267367,593,WX8axcN-I00
253,"Watch This To Save Extra ₹30,000 in Taxes.","80C is not new, and I’m well aware you must be taking full advantage of it. 

If you’re not - Kya Phook ke aya hai be?

Now if you want more tax savings here is what you do:

1) Ask the HR to restructure your salary and contribute either ₹50,000 or 10% of your basic salary (whichever is lower) to NPS account. 

2) You also contribute the same amount from your in hand salary. 

Congratulations you just saved ₹30,000 in taxes.

Don’t go overboard with NPS beyond the tax savings. In my yesterday’s I spoke about why NPS is a bad investment for your retirement planning. But for tax saving purpose it’s still quite good. 
.
.
.
.
.
.
.
.
#financewithsharan #tax #taxes #taxseason #savetax #investingforbeginners #moneymanagement #personalfinance",2022-11-21,580590,38039,304,IUqwbuQbLx0
